date,user_id,sessions,minutes_watched,content_type,buffering_events,error_occurred
2025-06-25,1210,2,81,TV Show,0,0
2025-06-26,1210,3,59,Movie,0,0
2025-06-27,1210,3,54,,0,0
2025-06-28,1210,4,100,TV Show,0,0
2025-06-29,1210,3,77,,1,1
2025-06-30,1210,2,51,Movie,0,0
2025-07-01,1210,0,0,TV Show,0,0
2025-06-02,1211,0,96,Movie,0,1
2025-06-03,1211,0,68,,0,0
2025-06-04,1211,0,87,TV Show,0,0
2025-06-05,1211,0,100,TV Show,1,0
2025-06-06,1211,0,0,TV Show,0,0
2025-06-07,1211,2,83,Live,0,1
2025-06-08,1211,1,118,Movie,0,0
2025-06-09,1211,0,71,Movie,1,1
2025-06-10,1211,0,0,,0,0
2025-06-11,1211,1,96,TV Show,0,0
2025-06-12,1211,1,109,TV Show,0,0
2025-06-13,1211,0,85,Movie,0,0
2025-06-14,1211,0,50,Movie,1,0
2025-06-15,1211,1,133,Movie,0,0
2025-06-16,1211,1,71,Movie,1,0
2025-06-17,1211,1,113,TV Show,0,1
2025-06-18,1211,0,110,TV Show,1,0
2025-06-19,1211,0,101,Movie,0,0
2025-06-20,1211,1,103,Movie,0,0
2025-06-21,1211,0,137,,0,0
2025-06-22,1211,0,102,Movie,0,0
2025-06-23,1211,0,139,TV Show,0,1
2025-06-24,1211,0,70,TV Show,2,0
2025-06-25,1211,1,55,Movie,0,0
2025-06-26,1211,1,53,Movie,0,0
2025-06-27,1211,1,80,Movie,0,0
2025-06-28,1211,0,117,TV Show,0,0
2025-06-29,1211,2,146,Movie,0,0
2025-06-30,1211,0,85,Movie,0,0
2025-07-01,1211,0,126,TV Show,0,0
2025-06-02,1212,0,25,None,1,1
2025-06-03,1212,1,37,Movie,1,0
2025-06-04,1212,1,24,TV Show,0,0
2025-06-05,1212,0,32,Movie,0,0
2025-06-06,1212,0,33,Movie,0,0
2025-06-07,1212,1,38,Movie,0,1
2025-06-08,1212,1,41,Movie,0,0
2025-06-09,1212,1,22,Live,0,0
2025-06-10,1212,0,0,Movie,0,0
2025-06-11,1212,1,34,,2,0
2025-06-12,1212,0,35,Movie,0,0
2025-06-13,1212,0,20,TV Show,0,0
2025-06-14,1212,1,32,Live,1,0
2025-06-15,1212,0,35,,1,0
2025-06-16,1212,0,26,TV Show,0,0
2025-06-17,1212,1,32,Movie,1,0
2025-06-18,1212,1,22,Movie,0,0
2025-06-19,1212,0,33,Movie,0,0
2025-06-20,1212,1,28,Movie,0,0
2025-06-21,1212,0,41,Movie,1,0
2025-06-22,1212,1,23,Movie,0,0
2025-06-23,1212,0,38,Movie,0,0
2025-06-24,1212,0,54,Movie,0,0
2025-06-25,1212,0,29,Movie,0,0
2025-06-26,1212,1,19,,0,1
2025-06-27,1212,1,38,TV Show,0,0
2025-06-28,1212,1,29,Movie,0,0
2025-06-29,1212,1,45,Movie,0,0
2025-06-30,1212,0,31,TV Show,1,0
2025-07-01,1212,0,48,TV Show,1,0
2025-06-02,1213,1,52,TV Show,0,0
2025-06-03,1213,1,27,Movie,0,0
2025-06-04,1213,0,39,TV Show,0,1
2025-06-05,1213,2,45,Movie,1,1
2025-06-06,1213,1,34,Movie,1,0
2025-06-07,1213,0,53,TV Show,1,1
2025-06-08,1213,1,24,TV Show,0,0
2025-06-09,1213,0,9,Live,0,0
2025-06-10,1213,2,10,,0,0
2025-06-11,1213,0,42,Movie,0,0
2025-06-12,1213,1,27,,0,0
2025-06-13,1213,1,28,Movie,0,0
2025-06-14,1213,1,71,TV Show,0,0
2025-06-15,1213,1,45,Movie,1,1
2025-06-16,1213,0,47,TV Show,0,0
2025-06-17,1213,0,59,,0,0
2025-06-18,1213,0,10,,0,0
2025-06-19,1213,0,54,Movie,0,1
2025-06-20,1213,1,41,Live,0,0
2025-06-21,1213,1,35,,0,0
2025-06-22,1213,0,50,TV Show,0,0
2025-06-23,1213,1,49,Movie,0,0
2025-06-24,1213,1,56,Movie,1,0
2025-06-25,1213,0,56,Movie,0,1
2025-06-26,1213,0,0,TV Show,0,0
2025-06-27,1213,0,40,,1,0
2025-06-28,1213,0,610,Movie,0,0
2025-06-29,1213,1,58,Movie,0,0
2025-06-30,1213,0,41,Movie,0,0
2025-07-01,1213,0,38,TV Show,0,0
2025-06-02,1214,3,24,,0,0
2025-06-03,1214,2,21,Movie,1,0
2025-06-04,1214,2,27,TV Show,0,0
2025-06-05,1214,2,19,TV Show,0,0
2025-06-06,1214,3,22,Movie,0,0
2025-06-07,1214,3,20,Live,1,1
2025-06-08,1214,2,30,TV Show,1,0
2025-06-09,1214,3,27,Movie,1,0
2025-06-10,1214,1,27,Movie,1,0
2025-06-11,1214,3,26,Live,0,0
2025-06-12,1214,2,18,TV Show,0,0
2025-06-13,1214,2,140,TV Show,1,0
2025-06-14,1214,3,35,TV Show,2,0
2025-06-15,1214,3,30,TV Show,0,1
2025-06-16,1214,3,36,Movie,0,0
2025-06-17,1214,2,9,Movie,1,0
2025-06-18,1214,3,16,TV Show,1,0
2025-06-19,1214,0,0,TV Show,0,0
2025-06-20,1214,3,20,Movie,1,0
2025-06-21,1214,3,19,Movie,0,0
2025-06-22,1214,0,0,Movie,0,0
2025-06-23,1214,3,28,TV Show,1,0
2025-06-24,1214,3,33,Movie,0,0
2025-06-25,1214,2,25,Movie,0,0
2025-06-26,1214,2,27,Movie,0,0
2025-06-27,1214,3,25,Movie,0,0
2025-06-28,1214,4,33,TV Show,1,0
2025-06-29,1214,3,14,Movie,1,0
2025-06-30,1214,2,21,,1,0
2025-07-01,1214,3,22,TV Show,1,1
2025-06-02,1215,3,55,Movie,1,0
2025-06-03,1215,4,45,Movie,0,0
2025-06-04,1215,3,48,Movie,1,1
2025-06-05,1215,4,28,Live,0,0
2025-06-06,1215,3,58,None,1,1
2025-06-07,1215,5,68,Movie,0,1
2025-06-08,1215,5,64,Movie,0,0
2025-06-09,1215,3,48,TV Show,0,0
2025-06-10,1215,3,42,None,0,0
2025-06-11,1215,3,45,Movie,0,0
2025-06-12,1215,4,750,TV Show,0,0
2025-06-13,1215,3,55,TV Show,1,0
2025-06-14,1215,4,16,Movie,0,0
2025-06-15,1215,4,52,TV Show,0,0
2025-06-16,1215,4,46,Movie,0,0
2025-06-17,1215,3,47,,0,0
2025-06-18,1215,4,42,Movie,1,0
2025-06-19,1215,4,52,TV Show,0,0
2025-06-20,1215,4,52,TV Show,0,0
2025-06-21,1215,4,72,Movie,2,0
2025-06-22,1215,4,30,Live,0,0
2025-06-23,1215,3,46,Movie,0,0
2025-06-24,1215,3,38,TV Show,0,0
2025-06-25,1215,3,29,,0,0
2025-06-26,1215,3,50,Live,0,0
2025-06-27,1215,3,31,TV Show,1,0
2025-06-28,1215,4,61,TV Show,1,0
2025-06-29,1215,4,35,TV Show,0,0
2025-06-30,1215,4,26,TV Show,0,1
2025-07-01,1215,4,32,TV Show,0,0
2025-06-02,1216,0,57,TV Show,0,0
2025-06-03,1216,0,43,TV Show,0,0
2025-06-04,1216,0,68,TV Show,0,0
2025-06-05,1216,1,50,TV Show,0,0
2025-06-06,1216,1,51,Movie,0,0
2025-06-07,1216,0,69,Movie,1,0
2025-06-08,1216,0,81,TV Show,0,0
2025-06-09,1216,0,65,TV Show,0,0
2025-06-10,1216,1,28,None,0,0
2025-06-11,1216,0,26,Movie,0,0
2025-06-12,1216,0,68,TV Show,0,0
2025-06-13,1216,1,40,TV Show,0,0
2025-06-14,1216,0,31,,1,0
2025-06-15,1216,1,55,None,0,0
2025-06-16,1216,1,46,TV Show,0,0
2025-06-17,1216,0,0,TV Show,0,0
2025-06-18,1216,1,52,TV Show,0,0
2025-06-19,1216,0,53,Movie,0,0
2025-06-20,1216,1,34,TV Show,0,1
2025-06-21,1216,0,70,Movie,0,0
2025-06-22,1216,1,43,None,0,0
2025-06-23,1216,1,31,TV Show,0,0
2025-06-24,1216,0,66,TV Show,1,0
2025-06-25,1216,1,37,TV Show,1,0
2025-06-26,1216,1,39,TV Show,2,0
2025-06-27,1216,1,51,TV Show,1,0
2025-06-28,1216,0,0,TV Show,0,0
2025-06-29,1216,0,72,Movie,1,0
2025-06-30,1216,0,45,Movie,2,0
2025-07-01,1216,0,48,,0,0
2025-06-02,1217,2,43,TV Show,0,1
2025-06-03,1217,3,38,Movie,0,0
2025-06-04,1217,2,22,TV Show,0,0
2025-06-05,1217,1,41,TV Show,1,0
2025-06-06,1217,3,39,Movie,0,0
2025-06-07,1217,3,59,Movie,1,0
2025-06-08,1217,3,46,TV Show,0,0
2025-06-09,1217,2,17,TV Show,0,0
2025-06-10,1217,3,46,Movie,0,0
2025-06-11,1217,2,25,,1,0
2025-06-12,1217,2,51,TV Show,0,0
2025-06-13,1217,3,23,TV Show,0,0
2025-06-14,1217,3,59,,1,1
2025-06-15,1217,3,59,Live,0,0
2025-06-16,1217,2,62,TV Show,1,0
2025-06-17,1217,2,48,Movie,0,1
2025-06-18,1217,3,40,TV Show,0,0
2025-06-19,1217,2,42,,0,0
2025-06-20,1217,3,23,TV Show,0,0
2025-06-21,1217,3,42,TV Show,0,0
2025-06-22,1217,2,43,TV Show,0,1
2025-06-23,1217,0,0,TV Show,0,0
2025-06-24,1217,2,21,TV Show,1,0
2025-06-25,1217,1,48,Movie,0,0
2025-06-26,1217,2,27,Movie,0,0
2025-06-27,1217,3,32,Movie,0,0
2025-06-28,1217,2,57,Movie,0,0
2025-06-29,1217,2,49,,2,0
2025-06-30,1217,2,47,TV Show,0,0
2025-07-01,1217,0,0,Live,0,0
2025-06-02,1218,1,69,Movie,1,0
2025-06-03,1218,2,48,Movie,0,0
2025-06-04,1218,2,72,Movie,0,0
2025-06-05,1218,1,64,Movie,0,1
2025-06-06,1218,1,92,,0,1
2025-06-07,1218,2,106,Movie,0,0
2025-06-08,1218,2,106,,0,0
2025-06-09,1218,2,75,Movie,1,0
2025-06-10,1218,1,81,Movie,0,1
2025-06-11,1218,2,80,Movie,0,0
2025-06-12,1218,2,114,Movie,0,0
2025-06-13,1218,2,98,Movie,2,0
2025-06-14,1218,2,43,,0,0
2025-06-15,1218,1,88,Movie,0,0
2025-06-16,1218,1,42,TV Show,0,0
2025-06-17,1218,1,121,,1,0
2025-06-18,1218,2,59,Movie,0,0
2025-06-19,1218,1,84,TV Show,0,0
2025-06-20,1218,1,49,Live,1,0
2025-06-21,1218,1,136,None,0,0
2025-06-22,1218,2,137,Live,0,0
2025-06-23,1218,2,67,TV Show,0,0
2025-06-24,1218,0,0,Live,0,0
2025-06-25,1218,1,68,Movie,0,1
2025-06-26,1218,2,78,Movie,0,0
2025-06-27,1218,2,65,Movie,2,1
2025-06-28,1218,2,101,Live,0,0
2025-06-29,1218,1,74,Live,0,0
2025-06-30,1218,2,91,Live,0,0
2025-07-01,1218,1,59,Movie,0,0
2025-06-02,1219,0,27,Movie,1,0
2025-06-03,1219,0,29,,0,1
2025-06-04,1219,0,25,TV Show,0,0
2025-06-05,1219,1,27,Movie,0,0
2025-06-06,1219,0,17,Movie,0,0
2025-06-07,1219,1,290,TV Show,0,0
2025-06-08,1219,1,32,Movie,0,0
2025-06-09,1219,1,46,,0,1
2025-06-10,1219,1,32,Movie,1,0
2025-06-11,1219,0,42,Movie,0,0
2025-06-12,1219,0,40,TV Show,0,0
2025-06-13,1219,0,15,TV Show,1,0
2025-06-14,1219,0,53,Movie,0,0
2025-06-15,1219,1,33,Movie,0,0
2025-06-16,1219,0,30,Movie,0,0
2025-06-17,1219,0,0,TV Show,0,0
2025-06-18,1219,0,34,Movie,1,0
2025-06-19,1219,1,20,Movie,0,0
2025-06-20,1219,1,18,TV Show,0,0
2025-06-21,1219,1,40,TV Show,0,1
2025-06-22,1219,1,27,Live,0,0
2025-06-23,1219,0,26,Movie,2,0
2025-06-24,1219,0,39,Live,0,0
2025-06-25,1219,1,9,TV Show,0,0
2025-06-26,1219,0,36,TV Show,0,0
2025-06-27,1219,0,32,TV Show,0,0
2025-06-28,1219,1,23,Movie,1,0
2025-06-29,1219,1,30,TV Show,0,0
2025-06-30,1219,1,43,Movie,1,0
2025-07-01,1219,0,34,TV Show,0,0
2025-06-02,1220,1,30,TV Show,0,0
2025-06-03,1220,1,34,Movie,0,0
2025-06-04,1220,1,25,TV Show,0,0
2025-06-05,1220,0,33,TV Show,1,0
2025-06-06,1220,1,34,TV Show,0,1
2025-06-07,1220,1,24,TV Show,0,0
2025-06-08,1220,1,37,Movie,0,0
2025-06-09,1220,0,39,TV Show,1,0
2025-06-10,1220,0,29,Movie,0,0
2025-06-11,1220,1,20,TV Show,2,0
2025-06-12,1220,1,18,Movie,0,0
2025-06-13,1220,0,14,None,2,0
2025-06-14,1220,2,29,TV Show,1,0
2025-06-15,1220,0,40,Live,0,0
2025-06-16,1220,1,27,Movie,0,0
2025-06-17,1220,1,24,Movie,0,0
2025-06-18,1220,0,25,Movie,0,1
2025-06-19,1220,0,0,TV Show,0,0
2025-06-20,1220,0,32,,0,0
2025-06-21,1220,0,27,TV Show,0,0
2025-06-22,1220,1,30,Movie,2,0
2025-06-23,1220,0,39,TV Show,0,1
2025-06-24,1220,1,33,Movie,0,0
2025-06-25,1220,0,11,None,0,0
2025-06-26,1220,1,19,TV Show,0,0
2025-06-27,1220,1,23,Movie,0,0
2025-06-28,1220,0,26,TV Show,1,0
2025-06-29,1220,1,49,Movie,0,0
2025-06-30,1220,0,37,,0,0
2025-07-01,1220,0,45,Movie,0,0
2025-06-02,1221,1,42,,0,0
2025-06-03,1221,0,50,TV Show,2,0
2025-06-04,1221,0,58,Movie,0,0
2025-06-05,1221,1,150,Movie,1,0
2025-06-06,1221,1,15,,0,1
2025-06-07,1221,1,58,TV Show,0,0
2025-06-08,1221,0,0,Movie,0,0
2025-06-09,1221,0,0,TV Show,0,0
2025-06-10,1221,0,42,TV Show,0,0
2025-06-11,1221,0,28,None,0,0
2025-06-12,1221,0,51,TV Show,0,0
2025-06-13,1221,1,30,,2,0
2025-06-14,1221,1,32,TV Show,0,0
2025-06-15,1221,1,50,TV Show,0,0
2025-06-16,1221,1,33,TV Show,0,0
2025-06-17,1221,1,39,Movie,0,0
2025-06-18,1221,0,43,TV Show,0,0
2025-06-19,1221,0,35,TV Show,1,0
2025-06-20,1221,0,56,TV Show,0,0
2025-06-21,1221,1,55,Movie,1,0
2025-06-22,1221,1,66,TV Show,0,0
2025-06-23,1221,0,26,Movie,0,0
2025-06-24,1221,0,64,TV Show,0,0
2025-06-25,1221,0,37,Movie,0,0
2025-06-26,1221,0,47,Movie,0,0
2025-06-27,1221,1,33,,0,0
2025-06-28,1221,0,11,TV Show,1,0
2025-06-29,1221,0,52,Movie,0,0
2025-06-30,1221,0,24,,0,0
2025-07-01,1221,0,39,TV Show,1,0
2025-06-02,1222,1,16,TV Show,0,0
2025-06-03,1222,1,20,Movie,1,0
2025-06-04,1222,1,34,Movie,0,0
2025-06-05,1222,1,25,Movie,1,0
2025-06-06,1222,0,16,TV Show,1,0
2025-06-07,1222,1,16,TV Show,1,0
2025-06-08,1222,0,0,TV Show,0,0
2025-06-09,1222,1,24,TV Show,0,0
2025-06-10,1222,1,16,TV Show,1,0
2025-06-11,1222,0,16,TV Show,0,0
2025-06-12,1222,0,10,TV Show,1,0
2025-06-13,1222,0,26,TV Show,0,0
2025-06-14,1222,1,23,Movie,1,0
2025-06-15,1222,0,0,TV Show,0,0
2025-06-16,1222,1,22,TV Show,1,0
2025-06-17,1222,0,24,TV Show,0,0
2025-06-18,1222,0,25,Movie,0,0
2025-06-19,1222,0,30,TV Show,0,0
2025-06-20,1222,0,19,,0,0
2025-06-21,1222,1,31,TV Show,0,0
2025-06-22,1222,1,29,Movie,0,0
2025-06-23,1222,1,30,,0,0
2025-06-24,1222,1,24,TV Show,0,0
2025-06-25,1222,1,20,TV Show,0,0
2025-06-26,1222,2,17,Movie,0,0
2025-06-27,1222,1,30,TV Show,0,0
2025-06-28,1222,1,28,TV Show,0,0
2025-06-29,1222,1,26,Movie,0,0
2025-06-30,1222,0,14,TV Show,0,1
2025-07-01,1222,0,19,Movie,1,0
2025-06-02,1223,3,80,TV Show,0,0
2025-06-03,1223,1,41,Movie,0,1
2025-06-04,1223,2,76,Movie,0,0
2025-06-05,1223,1,60,Movie,0,0
2025-06-06,1223,1,50,Movie,0,0
2025-06-07,1223,2,48,Movie,0,0
2025-06-08,1223,2,45,TV Show,0,0
2025-06-09,1223,2,61,TV Show,1,1
2025-06-10,1223,2,62,Movie,0,0
2025-06-11,1223,2,64,,0,0
2025-06-12,1223,0,0,TV Show,0,0
2025-06-13,1223,1,77,None,0,0
2025-06-14,1223,2,78,TV Show,0,0
2025-06-15,1223,0,0,Movie,0,0
2025-06-16,1223,2,51,TV Show,1,0
2025-06-17,1223,1,43,,0,0
2025-06-18,1223,1,60,TV Show,1,0
2025-06-19,1223,1,63,TV Show,0,0
2025-06-20,1223,1,57,TV Show,0,0
2025-06-21,1223,2,107,Movie,0,0
2025-06-22,1223,2,107,,1,0
2025-06-23,1223,0,0,TV Show,0,0
2025-06-24,1223,1,69,TV Show,0,0
2025-06-25,1223,2,60,Movie,0,0
2025-06-26,1223,0,77,Movie,2,0
2025-06-27,1223,2,81,Movie,0,0
2025-06-28,1223,1,41,,1,0
2025-06-29,1223,2,90,Movie,1,0
2025-06-30,1223,2,79,Movie,0,0
2025-07-01,1223,2,300,TV Show,2,0
2025-06-02,1224,0,24,TV Show,0,0
2025-06-03,1224,0,34,Movie,0,0
2025-06-04,1224,0,13,TV Show,0,0
2025-06-05,1224,0,0,None,0,0
2025-06-06,1224,0,24,TV Show,0,0
2025-06-07,1224,0,22,TV Show,0,0
2025-06-08,1224,0,27,None,0,0
2025-06-09,1224,0,25,Movie,0,0
2025-06-10,1224,0,27,Movie,0,1
2025-06-11,1224,1,30,Live,0,0
2025-06-12,1224,1,28,TV Show,0,0
2025-06-13,1224,0,27,Movie,0,0
2025-06-14,1224,0,290,Movie,0,0
2025-06-15,1224,1,27,Movie,1,0
2025-06-16,1224,0,27,TV Show,0,0
2025-06-17,1224,1,36,TV Show,0,0
2025-06-18,1224,0,30,Movie,0,0
2025-06-19,1224,0,28,,1,0
2025-06-20,1224,0,21,TV Show,0,0
2025-06-21,1224,1,24,Movie,0,1
2025-06-22,1224,0,34,TV Show,0,0
2025-06-23,1224,1,20,TV Show,0,0
2025-06-24,1224,0,14,Movie,0,0
2025-06-25,1224,0,29,Movie,0,0
2025-06-26,1224,0,15,Movie,0,0
2025-06-27,1224,1,18,TV Show,0,1
2025-06-28,1224,0,25,,0,0
2025-06-29,1224,0,30,TV Show,0,0
2025-06-30,1224,0,21,TV Show,0,0
2025-07-01,1224,0,16,TV Show,1,1
2025-06-02,1225,0,5,Movie,1,0
2025-06-03,1225,0,5,None,0,0
2025-06-04,1225,0,5,None,0,0
2025-06-05,1225,1,5,Movie,0,0
2025-06-06,1225,0,5,Movie,0,0
2025-06-07,1225,0,7,TV Show,0,0
2025-06-08,1225,0,0,TV Show,0,0
2025-06-09,1225,0,6,Movie,2,0
2025-06-10,1225,0,4,Movie,0,0
2025-06-11,1225,0,2,Movie,0,0
2025-06-12,1225,0,9,TV Show,0,0
2025-06-13,1225,0,6,TV Show,0,0
2025-06-14,1225,0,9,Movie,0,0
2025-06-15,1225,0,0,Movie,0,0
2025-06-16,1225,0,0,Movie,0,0
2025-06-17,1225,0,3,TV Show,0,0
2025-06-18,1225,0,4,Movie,0,0
2025-06-19,1225,0,3,TV Show,0,0
2025-06-20,1225,0,7,Movie,1,0
2025-06-21,1225,0,4,None,0,0
2025-06-22,1225,0,5,Movie,0,0
2025-06-23,1225,0,6,None,0,0
2025-06-24,1225,0,4,Movie,1,0
2025-06-25,1225,0,2,Movie,1,1
2025-06-26,1225,0,7,TV Show,0,0
2025-06-27,1225,0,3,Movie,0,0
2025-06-28,1225,0,8,TV Show,0,0
2025-06-29,1225,0,3,Movie,1,0
2025-06-30,1225,0,2,Movie,0,0
2025-07-01,1225,0,5,TV Show,0,0
2025-06-02,1226,1,60,Movie,0,0
2025-06-03,1226,0,35,TV Show,0,0
2025-06-04,1226,0,49,Movie,1,0
2025-06-05,1226,1,33,Movie,0,0
2025-06-06,1226,1,37,,0,0
2025-06-07,1226,0,0,Movie,0,0
2025-06-08,1226,0,63,Movie,1,0
2025-06-09,1226,0,0,Movie,0,0
2025-06-10,1226,1,27,Movie,0,0
2025-06-11,1226,1,30,TV Show,0,1
2025-06-12,1226,1,48,Movie,0,0
2025-06-13,1226,1,42,Movie,0,0
2025-06-14,1226,1,47,Movie,0,0
2025-06-15,1226,1,67,TV Show,0,0
2025-06-16,1226,1,51,Movie,1,0
2025-06-17,1226,0,44,,0,0
2025-06-18,1226,1,33,TV Show,0,0
2025-06-19,1226,1,28,Movie,0,0
2025-06-20,1226,0,53,Live,0,0
2025-06-21,1226,0,49,TV Show,0,0
2025-06-22,1226,0,39,TV Show,0,0
2025-06-23,1226,1,40,Movie,0,0
2025-06-24,1226,1,22,TV Show,1,0
2025-06-25,1226,0,20,Movie,0,0
2025-06-26,1226,0,41,Movie,1,0
2025-06-27,1226,0,55,Movie,0,0
2025-06-28,1226,0,60,,1,0
2025-06-29,1226,1,33,Movie,0,0
2025-06-30,1226,1,31,,2,1
2025-07-01,1226,0,22,TV Show,0,0
2025-06-02,1227,1,31,,0,0
2025-06-03,1227,2,58,Movie,0,0
2025-06-04,1227,1,40,,0,0
2025-06-05,1227,1,62,TV Show,0,0
2025-06-06,1227,1,57,TV Show,0,0
2025-06-07,1227,1,41,TV Show,1,0
2025-06-08,1227,1,57,TV Show,2,0
2025-06-09,1227,1,90,TV Show,0,0
2025-06-10,1227,2,31,TV Show,0,0
2025-06-11,1227,2,84,Movie,0,0
2025-06-12,1227,1,50,TV Show,0,0
2025-06-13,1227,1,74,TV Show,0,0
2025-06-14,1227,2,98,Movie,0,0
2025-06-15,1227,2,60,Movie,0,0
2025-06-16,1227,2,57,Movie,0,0
2025-06-17,1227,2,70,TV Show,1,0
2025-06-18,1227,2,610,Movie,0,0
2025-06-19,1227,2,60,Movie,0,0
2025-06-20,1227,2,67,TV Show,0,0
2025-06-21,1227,3,57,Movie,1,0
2025-06-22,1227,2,76,,0,0
2025-06-23,1227,2,63,,0,0
2025-06-24,1227,2,51,Movie,1,1
2025-06-25,1227,2,92,TV Show,0,0
2025-06-26,1227,3,58,Movie,0,1
2025-06-27,1227,2,92,Movie,0,0
2025-06-28,1227,2,76,,0,0
2025-06-29,1227,2,109,,0,0
2025-06-30,1227,2,53,Movie,0,0
2025-07-01,1227,2,41,Movie,0,0
2025-06-02,1228,1,5,,0,0
2025-06-03,1228,0,3,TV Show,0,1
2025-06-04,1228,0,8,Movie,0,0
2025-06-05,1228,0,2,,0,0
2025-06-06,1228,1,4,Movie,0,0
2025-06-07,1228,1,7,Movie,1,0
2025-06-08,1228,0,7,TV Show,0,1
2025-06-09,1228,1,3,Movie,0,0
2025-06-10,1228,1,5,Movie,0,0
2025-06-11,1228,0,7,TV Show,0,0
2025-06-12,1228,1,6,TV Show,0,0
2025-06-13,1228,0,7,TV Show,1,0
2025-06-14,1228,1,5,Movie,0,0
2025-06-15,1228,0,4,TV Show,1,0
2025-06-16,1228,1,2,Movie,0,0
2025-06-17,1228,1,4,Movie,0,0
2025-06-18,1228,0,1,Movie,0,0
2025-06-19,1228,0,7,TV Show,1,0
2025-06-20,1228,1,5,None,0,0
2025-06-21,1228,0,7,Movie,1,0
2025-06-22,1228,1,5,Movie,0,0
2025-06-23,1228,1,4,TV Show,0,0
2025-06-24,1228,0,5,TV Show,0,0
2025-06-25,1228,1,5,Movie,0,0
2025-06-26,1228,1,4,TV Show,0,0
2025-06-27,1228,0,5,Movie,1,0
2025-06-28,1228,1,6,TV Show,1,0
2025-06-29,1228,0,4,Movie,0,0
2025-06-30,1228,1,2,TV Show,1,0
2025-07-01,1228,0,6,TV Show,0,0
2025-06-02,1229,1,45,,0,0
2025-06-03,1229,0,0,Movie,0,0
2025-06-04,1229,2,42,TV Show,0,0
2025-06-05,1229,1,51,,1,0
2025-06-06,1229,2,43,Movie,0,0
2025-06-07,1229,0,0,Movie,0,0
2025-06-08,1229,2,49,Movie,1,0
2025-06-09,1229,1,34,Movie,0,0
2025-06-10,1229,2,41,Movie,0,0
2025-06-11,1229,0,0,Movie,0,0
2025-06-12,1229,1,55,,1,1
2025-06-13,1229,2,42,TV Show,0,0
2025-06-14,1229,2,50,,0,0
2025-06-15,1229,2,36,TV Show,0,0
2025-06-16,1229,1,39,TV Show,0,0
2025-06-17,1229,2,34,,0,0
2025-06-18,1229,2,41,Movie,0,0
2025-06-19,1229,1,38,Movie,0,0
2025-06-20,1229,2,38,TV Show,0,0
2025-06-21,1229,1,43,TV Show,0,0
2025-06-22,1229,2,57,Live,0,0
2025-06-23,1229,1,19,Live,1,0
2025-06-24,1229,1,35,TV Show,0,0
2025-06-25,1229,1,52,Movie,2,0
2025-06-26,1229,1,47,Movie,1,0
2025-06-27,1229,1,23,TV Show,0,0
2025-06-28,1229,2,47,Movie,0,0
2025-06-29,1229,2,58,TV Show,1,1
2025-06-30,1229,1,23,Movie,1,0
2025-07-01,1229,1,47,Movie,0,0
2025-06-02,1230,4,59,Movie,0,0
2025-06-03,1230,4,50,TV Show,1,1
2025-06-04,1230,5,53,Movie,0,0
2025-06-05,1230,4,26,Movie,0,0
2025-06-06,1230,4,50,None,0,0
2025-06-07,1230,6,60,Movie,2,0
2025-06-08,1230,5,93,TV Show,0,0
2025-06-09,1230,5,49,TV Show,1,0
2025-06-10,1230,4,56,None,0,0
2025-06-11,1230,4,65,TV Show,0,0
2025-06-12,1230,4,73,TV Show,0,0
2025-06-13,1230,4,42,TV Show,1,0
2025-06-14,1230,6,87,TV Show,0,0
2025-06-15,1230,6,61,Movie,1,0
2025-06-16,1230,5,53,Movie,0,0
2025-06-17,1230,0,0,Movie,0,0
2025-06-18,1230,5,37,Movie,0,1
2025-06-19,1230,5,44,Movie,1,0
2025-06-20,1230,5,53,Movie,0,0
2025-06-21,1230,6,84,Movie,0,0
2025-06-22,1230,6,50,Movie,2,0
2025-06-23,1230,0,0,Live,0,0
2025-06-24,1230,5,32,TV Show,0,0
2025-06-25,1230,0,0,None,0,0
2025-06-26,1230,5,32,Movie,0,0
2025-06-27,1230,5,50,,1,0
2025-06-28,1230,4,43,Movie,1,0
2025-06-29,1230,6,63,TV Show,0,0
2025-06-30,1230,5,40,TV Show,2,0
2025-07-01,1230,5,44,Movie,1,0
2025-06-02,1231,2,111,Movie,1,0
2025-06-03,1231,2,67,Movie,0,0
2025-06-04,1231,2,42,,1,0
2025-06-05,1231,1,61,Movie,0,0
2025-06-06,1231,1,94,TV Show,2,0
2025-06-07,1231,2,110,TV Show,0,0
2025-06-08,1231,2,112,Movie,0,0
2025-06-09,1231,1,54,Movie,0,0
2025-06-10,1231,1,43,Movie,0,0
2025-06-11,1231,1,69,Live,0,1
2025-06-12,1231,1,57,Movie,0,0
2025-06-13,1231,2,102,TV Show,0,1
2025-06-14,1231,2,21,TV Show,0,0
2025-06-15,1231,2,66,Movie,0,0
2025-06-16,1231,1,85,TV Show,0,0
2025-06-17,1231,1,63,Movie,1,0
2025-06-18,1231,2,57,,0,0
2025-06-19,1231,2,86,Movie,0,0
2025-06-20,1231,1,97,TV Show,0,1
2025-06-21,1231,1,82,Movie,0,0
2025-06-22,1231,2,76,TV Show,0,0
2025-06-23,1231,2,131,TV Show,0,0
2025-06-24,1231,1,101,Movie,0,0
2025-06-25,1231,0,0,Live,0,0
2025-06-26,1231,2,85,TV Show,0,0
2025-06-27,1231,1,145,Movie,1,0
2025-06-28,1231,2,102,,0,0
2025-06-29,1231,2,77,TV Show,0,0
