user_id,age,gender,signup_date,subscription_type,payment_method,monthly_revenue,country,referral_source,has_kids,last_payment_date
2278,20,F,2024-10-16,Basic,Credit Card,9.99,AO,Google,0,2025-04-23
2279,34,M,2025-04-04,Premium,Credit Card,14.99,NA,Google,0,2025-06-21
2280,43,M,2024-04-01,Premium,Credit Card,14.99,RW,Facebook,0,2024-07-01
2281,30,M,2023-11-26,Basic,Credit Card,9.99,GM,Google,0,2024-07-10
2282,18,F,2025-04-14,Premium,Credit Card,14.99,NG,Facebook,1,2025-05-13
2283,36,F,2024-05-31,Premium,Credit Card,14.99,EG,Google,1,2025-02-12
2284,47,F,2025-02-04,Premium,Credit Card,14.99,UY,Email,1,2025-03-02
2285,24,M,2023-11-20,Premium,Credit Card,14.99,GR,Facebook,0,2024-01-08
2286,18,F,2023-08-20,Basic,Credit Card,9.99,ID,Email,0,2024-05-24
2287,38,F,2024-10-06,Basic,Credit Card,9.99,ZM,Email,0,2024-12-15
2288,38,,2024-10-02,Basic,Credit Card,9.99,KM,Email,0,2024-10-31
2289,30,F,2024-07-08,Premium,Credit Card,14.99,IE,,0,2024-09-03
2290,28,F,2025-06-28,Premium,Credit Card,14.99,HU,Email,1,2025-06-30
2291,35,M,2025-06-28,Premium,Credit Card,14.99,VN,Friend,0,2025-07-06
2292,24,M,2023-09-20,Basic,Other,9.99,NG,Email,0,2024-10-11
2293,24,F,2025-04-01,Basic,PayPal,9.99,IL,Google,0,2025-06-09
2294,41,M,2024-04-07,Premium,Credit Card,14.99,NP,Google,1,2025-02-22
2295,23,F,2024-09-30,Premium,PayPal,14.99,OM,Facebook,1,2024-10-14
2296,18,F,2025-03-06,Premium,PayPal,14.99,CY,Google,0,2025-04-16
2297,28,F,2023-10-15,Basic,PayPal,9.99,WS,Google,1,2024-09-20
2298,30,F,2024-05-13,Premium,PayPal,14.99,PE,,0,2025-07-01
2299,39,F,2024-09-09,Premium,Credit Card,14.99,ML,Google,1,2024-12-18
2300,29,F,2023-12-10,Basic,Credit Card,9.99,CH,Google,0,2025-03-20
2301,49,M,2025-06-03,Premium,PayPal,14.99,BW,,0,2025-06-05
2302,35,F,2025-03-11,Basic,Credit Card,9.99,BD,Google,1,2025-03-17
2303,26,M,2023-12-07,Basic,PayPal,9.99,LB,,0,2025-02-02
2304,39,F,2024-09-15,Premium,Credit Card,14.99,LV,Email,1,2024-11-21
2305,49,F,2024-04-01,Premium,Credit Card,14.99,HR,Facebook,0,2024-05-19
2306,41,Other,2024-02-03,Trial,PayPal,0.0,TV,Email,0,2024-02-27
2307,19,M,2025-05-17,Premium,Credit Card,14.99,PE,Google,1,2025-06-13
2308,31,M,2024-01-13,Premium,Credit Card,14.99,PG,Email,0,2024-08-11
2309,37,Other,2023-12-13,Premium,Credit Card,14.99,TR,Google,0,2024-06-29
2310,41,,2025-07-01,Trial,Credit Card,0.0,PT,Google,1,2025-07-01
2311,33,,2024-03-31,Premium,Credit Card,14.99,IS,Google,0,2025-02-03
2312,31,M,2025-05-16,Premium,Credit Card,14.99,GQ,Google,1,2025-06-08
2313,52,F,2024-04-10,Premium,PayPal,14.99,PE,Google,0,2025-04-21
2314,41,M,2023-10-15,Trial,PayPal,0.0,KE,Email,0,2023-12-14
2315,39,M,2023-11-22,Premium,Credit Card,14.99,NL,Google,1,2024-05-01
2316,29,F,2023-07-19,Basic,PayPal,9.99,TT,Facebook,0,2024-06-11
2317,23,F,2024-07-11,Premium,Other,14.99,IQ,Facebook,1,2025-02-06
2318,39,M,2024-09-30,Trial,PayPal,0.0,PG,Facebook,1,2025-02-18
2319,42,F,2024-10-12,Premium,PayPal,14.99,MT,Google,0,2025-02-17
2320,34,F,2025-03-02,Trial,Credit Card,0.0,TW,Google,0,2025-05-25
2321,41,F,2024-02-14,Premium,PayPal,14.99,LU,Google,0,2024-11-05
2322,41,F,2024-04-03,Premium,Credit Card,14.99,CN,Google,0,2024-09-12
2323,43,F,2023-08-13,Premium,Credit Card,14.99,KI,Google,0,2023-09-13
2324,19,F,2023-12-22,Trial,Credit Card,0.0,TW,Google,1,2024-09-27
2325,31,,2023-07-27,Basic,Credit Card,9.99,GY,Google,1,2024-09-13
2326,40,F,2025-04-03,Basic,Credit Card,9.99,ZW,Email,0,2025-05-16
2327,35,,2024-12-26,Premium,PayPal,14.99,VU,,0,2025-01-01
2328,41,M,2024-12-23,Basic,Credit Card,9.99,PW,Friend,0,2025-03-13
2329,39,F,2025-04-07,Premium,Credit Card,14.99,HU,,1,2025-05-07
2330,18,F,2024-10-26,Premium,PayPal,14.99,BD,Google,0,2025-04-26
2331,45,F,2023-09-29,Premium,Credit Card,14.99,TL,Google,1,2024-11-10
2332,30,F,2024-10-18,Basic,Credit Card,9.99,AE,Google,0,2025-04-10
2333,26,M,2024-11-25,Trial,PayPal,0.0,PS,Facebook,1,2025-03-07
2334,45,F,2023-11-04,Trial,PayPal,0.0,GQ,Google,0,2025-01-06
2335,41,M,2025-03-05,Premium,Credit Card,14.99,KZ,Facebook,0,2025-04-13
2336,47,F,2024-11-14,Trial,PayPal,0.0,ER,Facebook,1,2025-03-02
2337,37,F,2023-10-27,Premium,Credit Card,14.99,CY,Facebook,0,2025-05-29
2338,31,F,2024-12-25,Premium,Credit Card,14.99,ET,Facebook,0,2025-01-24
2339,36,F,2023-12-14,Premium,Credit Card,14.99,TH,Facebook,0,2024-04-29
2340,24,M,2024-07-23,Premium,PayPal,14.99,AO,Email,0,2025-06-24
2341,21,F,2025-03-06,Premium,PayPal,14.99,VN,Google,0,2025-03-11
2342,28,Other,2023-08-05,Premium,Credit Card,14.99,PS,Facebook,0,2024-12-28
2343,50,F,2024-01-27,Premium,Other,14.99,HR,Facebook,1,2025-06-29
2344,29,M,2025-05-25,Premium,PayPal,14.99,BY,Email,0,2025-06-28
2345,18,F,2024-01-22,Premium,PayPal,14.99,PG,Facebook,0,2025-05-28
2346,33,M,2025-01-11,Premium,Credit Card,14.99,MR,Email,1,2025-03-26
2347,29,M,2024-09-12,Basic,Credit Card,9.99,KE,Email,0,2025-05-10
2348,46,F,2025-04-07,Premium,Credit Card,14.99,PW,Facebook,0,2025-06-04
2349,49,F,2024-08-11,Trial,Credit Card,0.0,BA,,0,2025-06-28
2350,30,Other,2023-07-10,Basic,Credit Card,9.99,LC,Email,0,2023-09-16
2351,37,Other,2024-08-31,Trial,Credit Card,0.0,BR,Friend,0,2024-11-21
2352,38,M,2024-01-22,Premium,Credit Card,14.99,UG,Email,0,2025-01-20
2353,34,F,2024-08-10,Premium,PayPal,14.99,BT,Email,0,2025-03-26
2354,32,M,2024-03-06,Basic,Credit Card,9.99,AZ,Email,1,2025-04-07
2355,25,F,2024-11-06,Premium,Credit Card,14.99,ZM,Friend,1,2025-04-08
2356,18,M,2023-10-17,Premium,Credit Card,14.99,SE,Google,0,2024-05-19
2357,25,M,2025-06-29,Premium,Credit Card,14.99,CO,Facebook,0,2025-06-29
2358,34,F,2024-03-07,Premium,Other,14.99,CV,Friend,0,2024-08-07
2359,20,F,2023-12-23,Trial,PayPal,0.0,BS,Facebook,0,2024-04-29
2360,37,F,2023-09-17,Trial,Credit Card,0.0,BR,Friend,0,2024-06-01
2361,35,F,2024-03-10,Basic,Other,9.99,CZ,Email,0,2024-04-28
2362,29,Other,2024-07-13,Premium,Credit Card,14.99,TG,Email,0,2024-11-21
2363,32,M,2023-12-21,Trial,Credit Card,0.0,TZ,,0,2024-04-05
2364,22,M,2024-11-28,Basic,Credit Card,9.99,AE,Facebook,0,2024-12-25
2365,43,M,2025-05-05,Basic,Credit Card,9.99,HU,Facebook,1,2025-06-25
2366,43,M,2023-10-15,Trial,Credit Card,0.0,VN,Google,1,2025-06-20
2367,23,M,2024-01-22,Trial,PayPal,0.0,UG,Google,0,2025-04-19
2368,23,M,2025-02-01,Premium,PayPal,14.99,AZ,Email,0,2025-02-20
2369,25,M,2024-03-12,Trial,PayPal,0.0,PY,Facebook,1,2024-05-18
2370,40,M,2025-05-07,Basic,Credit Card,9.99,EC,Friend,0,2025-06-23
2371,38,Other,2024-04-14,Premium,PayPal,14.99,SB,Email,0,2025-03-24
2372,45,Other,2024-06-22,Premium,PayPal,14.99,TV,Google,0,2024-10-07
2373,46,F,2024-11-27,Basic,Other,9.99,BJ,Google,0,2025-02-22
2374,19,F,2023-10-20,Trial,PayPal,0.0,VE,Google,0,2025-06-17
2375,40,F,2025-02-10,Premium,Other,14.99,HR,Google,1,2025-05-14
2376,46,M,2024-07-04,Basic,Other,9.99,GR,Email,0,2025-03-16
2377,31,,2025-06-26,Premium,PayPal,14.99,MC,Facebook,0,2025-06-29
2378,34,M,2023-11-17,Basic,Other,9.99,HU,Google,0,2025-01-27
2379,33,M,2023-09-28,Basic,PayPal,9.99,PE,Facebook,1,2024-01-24
2380,33,F,2024-04-24,Premium,Credit Card,14.99,MM,Friend,0,2025-05-07
2381,43,M,2024-04-14,Basic,Credit Card,9.99,BZ,Email,0,2024-10-08
2382,52,M,2024-02-07,Basic,Credit Card,9.99,SE,Email,0,2025-02-21
2383,48,M,2024-04-13,Basic,Credit Card,9.99,PA,Google,0,2025-05-13
2384,29,F,2024-06-26,Premium,Credit Card,14.99,SM,Google,0,2025-04-28
2385,37,M,2025-01-23,Trial,Credit Card,0.0,RU,Email,1,2025-03-12
2386,27,F,2025-03-29,Premium,Credit Card,14.99,CV,Email,0,2025-04-12
2387,28,F,2025-06-28,Premium,PayPal,14.99,SZ,Facebook,0,2025-07-06
2388,34,M,2024-09-28,Basic,Other,9.99,MM,Facebook,1,2025-01-25
2389,27,Other,2024-08-20,Basic,Credit Card,9.99,JM,Facebook,0,2024-10-29
2390,29,M,2024-08-12,Basic,Credit Card,9.99,MD,Facebook,1,2024-12-14
2391,37,F,2024-09-24,Premium,PayPal,14.99,SA,Facebook,1,2024-12-12
2392,39,M,2024-09-19,Basic,PayPal,9.99,CF,Google,1,2025-03-07
2393,39,F,2025-04-30,Basic,Credit Card,9.99,SN,Google,0,2025-06-03
2394,39,F,2023-10-13,Trial,Other,0.0,CN,Google,1,2024-06-15
2395,22,M,2025-03-18,Trial,Credit Card,0.0,SD,Friend,1,2025-05-25
2396,27,F,2024-12-02,Basic,PayPal,9.99,LY,Google,0,2025-01-31
2397,35,M,2025-04-18,Premium,Credit Card,14.99,BI,Email,1,2025-05-03
2398,45,Other,2024-08-25,Basic,Credit Card,9.99,IS,Facebook,0,2025-01-14
2399,58,F,2025-01-31,Premium,PayPal,14.99,GQ,Email,0,2025-03-09
2400,38,M,2025-02-12,Premium,Credit Card,14.99,KG,Facebook,1,2025-06-27
2401,42,F,2023-07-13,Premium,PayPal,14.99,WS,Google,0,2024-06-10
2402,21,F,2025-04-04,Trial,PayPal,0.0,SA,Facebook,1,2025-05-22
2403,41,M,2024-08-06,Basic,Credit Card,9.99,HR,,0,2025-02-11
2404,54,M,2025-07-04,Basic,Credit Card,9.99,MD,Google,1,2025-07-08
2405,27,F,2024-12-14,Trial,PayPal,0.0,CU,Google,0,2025-03-02
2406,29,M,2025-03-10,Premium,Credit Card,14.99,PH,Google,0,2025-06-09
2407,43,F,2025-01-03,Premium,Credit Card,14.99,KG,Google,0,2025-04-11
2408,35,F,2023-12-27,Premium,PayPal,14.99,MX,Facebook,0,2024-03-29
2409,18,F,2023-07-21,Premium,PayPal,14.99,EG,,0,2024-11-02
2410,30,F,2024-08-17,Premium,Credit Card,14.99,MN,Facebook,0,2024-11-13
2411,49,M,2024-05-19,Basic,Credit Card,9.99,AU,Google,0,2024-09-20
2412,32,M,2023-11-19,Trial,PayPal,0.0,TZ,Email,0,2024-08-09
2413,32,F,2025-04-16,Trial,Credit Card,0.0,NG,Google,0,2025-06-02
2414,42,F,2025-06-11,Premium,PayPal,14.99,SM,Google,1,2025-06-20
2415,38,F,2024-08-11,Premium,Credit Card,14.99,PH,Google,0,2025-04-07
2416,31,M,2024-10-30,Basic,Credit Card,9.99,IE,Email,0,2025-04-24
2417,28,M,2025-03-17,Trial,Credit Card,0.0,SD,Google,0,2025-05-21
2418,64,M,2024-04-16,Premium,PayPal,14.99,HN,,0,2025-03-05
2419,47,M,2023-10-10,Premium,Credit Card,14.99,CY,Email,0,2024-07-26
2420,39,M,2023-09-20,Basic,Other,9.99,PL,Facebook,0,2025-06-08
2421,40,M,2024-09-14,Basic,Credit Card,9.99,GN,Friend,1,2025-05-14
2422,33,M,2024-11-14,Premium,Credit Card,14.99,GT,Friend,0,2025-05-02
2423,38,F,2024-04-11,Basic,PayPal,9.99,GD,Email,0,2024-12-19
2424,32,F,2024-09-10,Premium,Other,14.99,AD,Facebook,0,2025-06-16
2425,26,,2024-01-03,Trial,Credit Card,0.0,LC,Google,0,2025-03-08
2426,38,F,2024-08-02,Trial,Credit Card,0.0,IT,Email,0,2024-10-15
2427,31,F,2024-03-28,Premium,Credit Card,14.99,AF,Friend,1,2024-06-24
2428,39,F,2024-09-23,Basic,Credit Card,9.99,LB,Facebook,0,2024-12-18
2429,41,F,2024-08-21,Trial,Credit Card,0.0,AT,Email,0,2024-10-30
2430,39,F,2024-11-01,Premium,Credit Card,14.99,MX,Email,0,2025-02-25
2431,25,M,2025-05-05,Trial,Credit Card,0.0,GQ,Google,0,2025-06-01
2432,30,Other,2024-10-02,Premium,PayPal,14.99,YE,Facebook,0,2025-02-19
2433,32,M,2025-04-15,Premium,PayPal,14.99,CI,Google,0,2025-06-30
2434,44,F,2025-06-18,Premium,PayPal,14.99,SD,Email,0,2025-07-01
2435,44,F,2024-05-11,Premium,Credit Card,14.99,TW,Friend,0,2025-01-12
2436,27,M,2024-03-24,Premium,PayPal,14.99,NO,Google,0,2024-05-18
2437,22,M,2023-11-10,Basic,PayPal,9.99,LI,Friend,0,2024-07-27
2438,59,M,2025-03-18,Premium,Credit Card,14.99,AR,Facebook,0,2025-03-29
2439,39,F,2025-05-06,Trial,Credit Card,0.0,PG,Email,0,2025-06-19
2440,21,F,2023-09-05,Premium,PayPal,14.99,BS,Facebook,0,2024-07-25
2441,29,F,2024-01-22,Trial,PayPal,0.0,ML,Facebook,1,2024-05-26
2442,45,M,2023-07-18,Premium,PayPal,14.99,EE,Facebook,0,2024-04-06
2443,55,F,2025-04-29,Basic,Credit Card,9.99,BS,Facebook,0,2025-06-11
2444,53,M,2023-09-02,Trial,Credit Card,0.0,PG,Google,1,2024-04-17
2445,38,,2025-03-25,Trial,Credit Card,0.0,DM,Facebook,0,2025-06-26
2446,18,M,2025-05-10,Basic,Credit Card,9.99,SD,Facebook,1,2025-07-07
2447,35,M,2025-02-19,Basic,Credit Card,9.99,VE,Google,0,2025-03-05
2448,24,M,2024-04-10,Premium,Credit Card,14.99,DZ,Email,0,2025-05-10
2449,35,M,2023-08-15,Basic,Credit Card,9.99,MX,Email,0,2024-08-01
2450,26,F,2024-03-30,Basic,Other,9.99,MY,,0,2024-08-11
2451,30,F,2025-05-11,Premium,PayPal,14.99,KP,Facebook,0,2025-05-28
2452,43,,2024-01-16,Trial,Credit Card,0.0,DK,Facebook,0,2024-05-29
2453,32,F,2025-07-02,Premium,PayPal,14.99,UZ,Friend,0,2025-07-04
2454,32,M,2024-01-19,Basic,PayPal,9.99,BH,,1,2024-07-11
2455,34,M,2024-12-24,Basic,Credit Card,9.99,DK,Google,0,2025-04-07
2456,61,M,2025-02-05,Basic,Credit Card,9.99,UA,Friend,0,2025-02-27
2457,23,F,2024-08-25,Premium,Other,14.99,MZ,Google,0,2025-04-22
2458,37,M,2025-05-16,Premium,PayPal,14.99,CV,Google,1,2025-06-11
2459,52,M,2023-08-04,Basic,PayPal,9.99,ID,Google,1,2024-10-24
2460,34,M,2024-09-09,Premium,PayPal,14.99,TR,Facebook,0,2024-11-02
2461,47,F,2024-04-23,Premium,Other,14.99,PT,Facebook,1,2025-05-02
2462,21,M,2024-10-09,Premium,Credit Card,14.99,TO,,1,2025-04-13
2463,32,,2024-12-17,Basic,Credit Card,9.99,AZ,Friend,1,2025-06-15
2464,26,M,2023-10-21,Basic,PayPal,9.99,GA,Facebook,0,2025-01-30
2465,34,M,2025-05-28,Premium,Credit Card,14.99,UZ,Facebook,1,2025-06-09
2466,34,M,2025-01-01,Premium,Credit Card,14.99,BW,Google,0,2025-06-27
2467,35,F,2025-03-24,Premium,Credit Card,14.99,CV,Facebook,1,2025-04-13
2468,43,M,2024-05-11,Premium,Other,14.99,ZW,Google,1,2024-12-02
2469,18,M,2023-10-23,Premium,Credit Card,14.99,SI,Facebook,0,2025-02-26
2470,28,M,2024-10-11,Basic,Other,9.99,TM,Email,0,2025-03-03
2471,37,Other,2024-09-04,Premium,Credit Card,14.99,TW,,1,2025-06-01
2472,18,F,2023-08-22,Basic,Credit Card,9.99,ET,,0,2024-09-14
2473,41,F,2024-12-21,Premium,PayPal,14.99,ER,,0,2025-03-31
2474,28,M,2023-11-18,Premium,Credit Card,14.99,TW,Google,0,2024-08-25
2475,33,M,2023-07-12,Trial,Credit Card,0.0,SG,Facebook,0,2023-10-02
2476,43,M,2025-06-29,Basic,Credit Card,9.99,EG,,1,2025-07-08
2477,47,F,2024-05-20,Premium,Credit Card,14.99,IL,Google,0,2025-05-12
2478,41,F,2023-07-24,Basic,Credit Card,9.99,CR,Facebook,0,2023-08-20
2479,23,Other,2023-08-18,Premium,PayPal,14.99,TD,,0,2024-03-23
2480,40,F,2025-01-24,Premium,Credit Card,14.99,SI,Google,0,2025-06-22
2481,41,M,2024-04-19,Premium,Credit Card,14.99,LC,,0,2024-11-06
2482,39,F,2025-05-09,Trial,Credit Card,0.0,BY,Google,1,2025-06-04
2483,49,M,2023-07-13,Trial,PayPal,0.0,GE,Friend,1,2024-08-03
2484,35,F,2024-09-22,Trial,Credit Card,0.0,PK,Facebook,0,2025-04-28
2485,49,M,2025-05-10,Basic,Credit Card,9.99,PE,Google,0,2025-06-07
2486,49,M,2024-02-04,Trial,Other,0.0,PK,,0,2024-08-23
2487,41,M,2023-12-10,Basic,Credit Card,9.99,KI,,0,2025-05-21
2488,37,F,2024-08-11,Premium,Credit Card,14.99,NI,Email,1,2024-09-15
2489,39,M,2023-07-29,Premium,Credit Card,14.99,PG,Google,1,2024-09-06
2490,51,F,2024-07-29,Premium,PayPal,14.99,EE,Google,1,2024-12-17
2491,45,M,2024-06-07,Basic,Credit Card,9.99,KE,Facebook,0,2024-07-19
2492,24,F,2025-01-11,Premium,Other,14.99,SR,Google,0,2025-05-18
2493,38,M,2025-05-12,Basic,PayPal,9.99,PG,Google,1,2025-06-30
2494,26,M,2025-05-29,Basic,Credit Card,9.99,MA,Facebook,0,2025-06-27
2495,28,F,2024-11-08,Trial,Credit Card,0.0,KI,Google,0,2025-02-04
2496,31,F,2023-10-24,Basic,PayPal,9.99,TJ,Google,1,2023-11-21
2497,20,F,2023-11-20,Basic,Credit Card,9.99,VE,Google,0,2025-05-31
2498,25,M,2024-08-22,Trial,Credit Card,0.0,EG,Google,1,2025-06-09
2499,50,M,2024-10-09,Trial,Credit Card,0.0,BY,Facebook,0,2025-03-07
2500,28,M,2024-01-09,Premium,Other,14.99,PE,Facebook,0,2024-07-24
2501,43,F,2025-06-04,Basic,Other,9.99,SO,Email,0,2025-07-04
2502,36,F,2024-12-23,Premium,Credit Card,14.99,NO,Google,0,2025-06-26
2503,40,F,2023-12-05,Trial,PayPal,0.0,TG,Google,0,2024-01-21
2504,40,M,2023-07-10,Basic,PayPal,9.99,CU,Google,0,2024-05-24
2505,25,F,2023-12-07,Trial,Credit Card,0.0,TW,Google,0,2025-01-29
2506,43,Other,2025-06-23,Premium,Credit Card,14.99,GN,Facebook,1,2025-07-06
2507,22,M,2024-03-22,Premium,Credit Card,14.99,CH,Friend,1,2025-01-21
2508,28,F,2025-02-27,Basic,PayPal,9.99,GD,Google,0,2025-07-04
2509,40,M,2025-02-10,Basic,PayPal,9.99,CR,Google,0,2025-06-25
2510,24,Other,2025-04-23,Premium,PayPal,14.99,AO,Google,0,2025-05-17
2511,18,F,2023-07-25,Premium,Credit Card,14.99,EC,Friend,0,2023-11-15
2512,38,M,2025-05-28,Basic,PayPal,9.99,CF,Email,0,2025-06-01
2513,19,M,2023-10-11,Premium,PayPal,14.99,ML,Friend,0,2024-10-17
2514,41,M,2023-09-08,Premium,Credit Card,14.99,EG,Facebook,1,2025-02-24
2515,31,F,2024-03-15,Premium,PayPal,14.99,AD,Facebook,0,2024-07-10
2516,38,M,2024-10-31,Basic,PayPal,9.99,BG,Facebook,0,2025-03-01
2517,38,M,2025-04-19,Basic,Credit Card,9.99,IT,Facebook,0,2025-05-14
2518,42,F,2024-10-31,Premium,Credit Card,14.99,SE,Email,1,2025-04-29
2519,41,M,2025-04-23,Basic,Other,9.99,NR,,1,2025-05-28
2520,24,M,2025-06-21,Premium,Credit Card,14.99,CH,Friend,0,2025-06-25
2521,32,M,2024-06-27,Trial,Other,0.0,GD,Facebook,0,2024-11-21
2522,38,M,2024-09-06,Basic,PayPal,9.99,DM,Google,0,2024-10-18
2523,49,M,2025-04-11,Premium,Credit Card,14.99,PA,Facebook,0,2025-05-23
2524,41,Other,2024-05-18,Premium,Credit Card,14.99,LR,Google,1,2024-10-19
2525,48,M,2025-04-01,Trial,Credit Card,0.0,DM,Google,0,2025-05-02
2526,38,F,2023-09-04,Basic,Credit Card,9.99,AF,Google,0,2023-11-03
2527,45,M,2024-07-16,Trial,Credit Card,0.0,YE,Google,0,2025-02-12
2528,37,M,2025-03-10,Premium,Credit Card,14.99,SD,,0,2025-03-29
2529,45,M,2024-04-03,Premium,Credit Card,14.99,GM,Email,1,2024-11-29
2530,31,M,2023-11-14,Basic,Credit Card,9.99,BS,Google,1,2024-03-23
2531,50,F,2025-03-31,Premium,Credit Card,14.99,VU,Google,0,2025-04-11
2532,39,F,2023-07-20,Trial,Credit Card,0.0,TT,Facebook,1,2024-07-22
2533,21,M,2024-02-29,Trial,Credit Card,0.0,VC,Friend,1,2025-06-29
2534,38,M,2025-04-15,Premium,PayPal,14.99,SK,,0,2025-05-23
2535,18,M,2025-03-06,Premium,Credit Card,14.99,ZM,Email,1,2025-03-25
2536,41,M,2024-12-04,Premium,Credit Card,14.99,VC,Google,0,2025-06-01
2537,43,,2023-08-10,Premium,Other,14.99,PS,Facebook,0,2025-03-23
2538,54,F,2025-01-22,Trial,Credit Card,0.0,PT,,0,2025-06-20
2539,29,F,2025-02-17,Premium,PayPal,14.99,KE,Facebook,0,2025-04-03
2540,54,M,2024-03-30,Basic,Credit Card,9.99,MC,Email,0,2024-11-07
2541,35,F,2025-03-28,Basic,Credit Card,9.99,SC,Email,0,2025-06-08
2542,27,M,2024-01-16,Premium,Credit Card,14.99,SD,Email,0,2024-11-25
2543,30,F,2024-06-20,Premium,Credit Card,14.99,NA,Email,0,2025-05-16
2544,40,M,2024-07-08,Premium,Credit Card,14.99,AU,Facebook,0,2024-12-23
2545,26,M,2023-12-13,Basic,Other,9.99,KI,Email,0,2024-10-22
2546,31,M,2024-02-17,Premium,PayPal,14.99,HT,Facebook,0,2024-12-09
2547,38,F,2023-07-29,Basic,PayPal,9.99,GA,Facebook,1,2025-06-22
2548,50,M,2024-10-05,Basic,Credit Card,9.99,IN,Google,1,2025-04-09
2549,43,,2024-02-21,Trial,Credit Card,0.0,LT,Facebook,1,2024-12-24
2550,35,M,2024-09-14,Premium,Other,14.99,BW,Google,0,2025-01-05
2551,40,M,2023-11-01,Premium,Credit Card,14.99,SD,Google,0,2024-12-11
2552,37,F,2023-07-23,Trial,Credit Card,0.0,PA,Google,0,2024-04-21
2553,23,F,2023-10-28,Premium,PayPal,14.99,BT,Facebook,1,2024-02-20
2554,52,F,2024-04-10,Basic,PayPal,9.99,NZ,Google,0,2024-12-30
2555,50,F,2023-11-21,Premium,PayPal,14.99,PA,Google,0,2025-03-30
2556,34,F,2024-07-16,Premium,Other,14.99,GT,Google,0,2025-05-17
2557,30,M,2024-08-07,Trial,Credit Card,0.0,IE,Facebook,0,2025-03-15
2558,23,F,2025-03-13,Trial,Credit Card,0.0,SK,Facebook,1,2025-04-23
2559,41,M,2025-02-24,Trial,Credit Card,0.0,KR,Google,1,2025-06-17
2560,41,F,2023-08-30,Premium,Credit Card,14.99,NR,Facebook,0,2024-02-14
2561,26,Other,2024-07-27,Basic,Credit Card,9.99,AF,Facebook,1,2025-05-08
2562,37,M,2024-08-13,Premium,Credit Card,14.99,PY,Google,1,2025-06-01
2563,43,F,2025-05-12,Premium,PayPal,14.99,SZ,,0,2025-05-29
2564,29,F,2023-09-25,Premium,PayPal,14.99,LT,,1,2025-03-29
2565,33,F,2024-07-08,Premium,Credit Card,14.99,BJ,Friend,1,2025-06-15
2566,32,M,2025-06-02,Premium,PayPal,14.99,LS,Google,0,2025-06-03
2567,27,F,2025-06-07,Basic,Credit Card,9.99,BY,Google,0,2025-06-13
2568,33,F,2024-08-15,Premium,Credit Card,14.99,MU,Email,0,2024-09-12
2569,19,M,2024-07-06,Trial,Credit Card,0.0,OM,Facebook,0,2024-07-06
2570,32,M,2024-08-09,Trial,Credit Card,0.0,MW,Email,1,2025-01-09
2571,32,M,2023-10-19,Premium,PayPal,14.99,AR,Google,1,2024-04-07
2572,34,F,2024-07-28,Premium,PayPal,14.99,RW,Facebook,0,2024-12-10
2573,39,M,2023-08-28,Basic,PayPal,9.99,IR,Friend,1,2024-03-23
2574,22,M,2023-10-26,Premium,Credit Card,14.99,BF,Google,0,2025-07-06
2575,24,F,2023-11-16,Basic,Credit Card,9.99,CH,Facebook,0,2025-03-16
2576,27,F,2023-12-20,Premium,PayPal,14.99,AR,Google,0,2024-11-28
2577,22,F,2024-05-29,Premium,Other,14.99,TG,Google,0,2025-05-11
2578,40,F,2023-11-09,Trial,Credit Card,0.0,AD,Email,0,2024-10-08
2579,29,F,2024-12-16,Premium,Credit Card,14.99,BZ,Google,0,2025-03-21
2580,34,M,2024-09-26,Premium,Credit Card,14.99,MH,Email,0,2025-03-19
2581,26,M,2025-06-21,Premium,Credit Card,14.99,GA,Friend,0,2025-07-05
2582,31,M,2025-07-07,Premium,Credit Card,14.99,KR,Friend,0,2025-07-08
2583,38,F,2023-11-26,Basic,Credit Card,9.99,NR,Google,0,2024-01-29
2584,38,M,2024-07-09,Premium,Credit Card,14.99,YE,Friend,0,2024-08-04
2585,24,M,2024-03-04,Premium,Credit Card,14.99,AR,Email,0,2024-04-07
2586,34,M,2024-06-11,Premium,Credit Card,14.99,TD,Facebook,0,2025-01-04
2587,26,M,2024-01-13,Trial,PayPal,0.0,CL,Friend,1,2024-11-22
2588,33,M,2023-11-09,Trial,Credit Card,0.0,NG,Friend,0,2024-08-01
2589,28,F,2024-05-30,Premium,PayPal,14.99,BF,,1,2024-07-16
2590,53,F,2024-04-11,Premium,Credit Card,14.99,LV,Facebook,1,2024-12-20
2591,43,M,2024-03-12,Trial,PayPal,0.0,TJ,Facebook,1,2024-03-15
2592,38,F,2024-09-01,Basic,Other,9.99,BJ,Friend,1,2025-06-09
2593,18,M,2025-03-06,Trial,Other,0.0,SZ,Friend,1,2025-04-28
2594,32,F,2024-11-30,Premium,Credit Card,14.99,LA,Google,0,2025-04-05
2595,43,F,2024-12-27,Basic,Credit Card,9.99,MT,Facebook,0,2025-06-27
2596,34,M,2024-03-19,Premium,Credit Card,14.99,IE,,0,2025-02-18
2597,52,F,2025-03-26,Premium,Credit Card,14.99,ML,Google,1,2025-07-03
2598,44,M,2025-05-08,Premium,Other,14.99,UY,Google,0,2025-06-13
2599,31,F,2025-06-08,Basic,Other,9.99,KN,,0,2025-07-07
2600,50,F,2024-08-20,Premium,PayPal,14.99,MD,Facebook,0,2025-05-02
2601,32,F,2024-04-17,Trial,PayPal,0.0,FR,Email,0,2024-11-10
